animename,genre 
Nanatsu no Taizai: Kamigami no Gekirin,"1,2,10,27"
Collar x Malice Movie: Deep Cover,"7,22,41,39,73,43"
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,"7,37,6,27"
Bishoujo Senshi Sailor Moon Eternal Movie 1,"10,22,66,6,25"
Sekaiichi Hatsukoi: Propose-hen,"28,50,48"
Bishoujo Senshi Sailor Moon Eternal Movie 2,"10,22,66,6,25"
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,"4,36,23"
Jigoku Shoujo Recap,37
Log Horizon: Entaku Houkai,"1,2,10,50,79"
Nanatsu no Taizai: Funnu no Shinpan,"1,2,10,27"
AWOL Compression Re-MIX,"1,24,38,29"
Majutsushi Orphen Hagure Tabi: Tennin no Isan,"1,2,8,10,17"
Majutsushi Orphen Hagure Tabi: Kimluck-hen,"1,2,8,10,17"
Hawk no Onayami Soudanshitsu,4
Hetalia World★Stars,"4,51,57,13,20"
Sasaki to Miyano,"28,69,23"
Gekidan Nanatsu no Taizai,"4,10,37"
Kyou kara Maou! Taizenshu,"2,4,10,62,25"
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,"1,2,10,27"
Washimo 9th Season,"4,24,36,23,15"
Hetalia World★Stars Specials,"4,13,20"
Hakuouki OVA (2021),"1,8,37,13,21,43"
Moon Effect,"22,37,66,19,6"
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,"28,69,23"
Sasaki to Miyano Movie: Sotsugyou-hen,"28,69,23"
Bishoujo Senshi Sailor Moon Cosmos Movie,"10,66,25"
Itou Junji: Maniac,"14,37,42"
Hirano to Kagiura,"28,23,43"
Gimai Seikatsu,22
Momoiro Sisters: Idol Densetsu Momoko!?,"4,60"
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,"1,2,8,10,17"
Minami no Shima no Chiisana Hikouki Birdy,"2,51,15"
Kibou no Chikara: Otona Precure '23,"1,10,50,66"
Majutsushi Orphen Hagure Tabi: Seiiki-hen,"1,2,8,10,17"
Hawk no Onayami Soudanshitsu Special,4
Oooku,"8,13,21,25"
Dynamic Venus,"1,8,24,58,31"
Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,"1,2,10"
Tasogare Out Focus,"28,23"
Re:Monster,"1,2,10,62,72"
"Tadaima, Okaeri","28,36,53"
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita","2,10"
Jungle wa Itsumo Hare nochi Guu,"4,36,57,23,27"
Jungle wa Itsumo Hare nochi Guu Deluxe,"4,36,57,27"
Jungle wa Itsumo Hare nochi Guu Final,"46,4,36,57,27"
Crayon Shin-chan,"4,9,23,42"
Oishinbo,"4,47,36,42"
Obake no Q-tarou,"4,36,37,23"
Doraemon Movie 26: Nobita no Kyouryuu 2006,"2,4,78,15"
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"2,4,10,15"
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"4,24,42"
Doraemon (1979),"2,4,10,24,51,15,27"
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"4,10,24,15,27"
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,10
"The☆Doraemons: Strange, Sweets, Strange?",10
The☆Doraemons: Goal! Goal! Goal!!,"4,10,24,30,77,15,27"
The☆Doraemons: Dokidoki Kikansha Daibakusou!,"2,4,10,24,15,27"
Doraemon: Kaette Kita Doraemon,"4,10,24,15,27"
Dorami & Doraemons: Space Land's Critical Event,"2,4,10,24,15,27"
Dorami-chan: Mini-Dora SOS!!!,"10,15"
Doraemon: 2112-nen Doraemon Tanjou,"4,10,15"
"Doraemon Movie: Boku, Momotarou no Nanna no Sa","2,10,24,15,27"
Doraemon: Kaette Kita Doraemon (Movie),"4,10,15"
Doraemon: The Day When I Was Born,"4,10,24,15,27"
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"2,10,15,27"
Doraemon Movie 23: Nobita to Robot Kingdom,"2,4,10,15,27"
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"2,4,24,15"
Doraemon Movie 08: Nobita to Ryuu no Kishi,"2,4,10,15,27"
Doraemon Movie 09: Nobita no Parallel Saiyuuki,"2,10,24,15,27"
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"2,4,10,15,27"
Doraemon Movie 19: Nobita no Nankai Daibouken,"2,46,4,10,24,15,27"
Doraemon Movie 10: Nobita no Nippon Tanjou,"2,4,10,78,15,27"
Doraemon Movie 04: Nobita no Kaitei Kiganjou,10
Doraemon Movie 06: Nobita no Little Star Wars,"10,24,29"
Doraemon Movie 03: Nobita no Daimakyou,2
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"2,4,10"
Doraemon Movie 16: Nobita no Sousei Nikki,"2,4,10,24,78,15,27"
Doraemon Movie 17: Nobita to Ginga Express,10
Doraemon Movie 11: Nobita to Animal Planet,"2,4,10,24,15,27"
Kappa no Coo to Natsuyasumi,"2,46,10,6"
Atashin'chi,"4,36"
Esper Mami,"4,37,9,23,31"
Warau Salesman,"4,8,37,50,40,42"
Kaibutsu-kun (1980),"4,14,15"
Doraemon Movie 01: Nobita no Kyouryuu,"2,4,78"
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"46,8,22,13,21,42"
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"1,2,4,42"
Kouya no Shounen Isamu,"1,2,27"
Ninja Hattori-kun,"4,36,17,27"
Doraemon Movie 28: Nobita to Midori no Kyojin Den,"2,4,10,15,27"
Kiku-chan to Ookami,"2,13"
21 Emon,"4,24,29"
Tsurupika Hagemaru-kun,"4,15"
Chinpui,4
21 Emon Uchuu e Irasshai!,"4,24,29"
21 Emon Uchuu ike! Hadashi no Princess,"4,24,29"
Crayon Shin-chan Movie 03: Unkokusai no Yabou,"4,24,13,42"
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"1,2,4,42"
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"2,4,10,15"
Doraemon Movie 30: Nobita no Ningyo Daikaisen,"2,4,10,15,27"
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"2,4,10,13,15,27"
Futatsu no Kurumi,"8,78"
Obake no Q-tarou (1985),"4,36,37,23,15"
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"1,2,4,42"
Crayon Shin-chan Movie 04: Henderland no Daibouken,"2,9,42"
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,"4,36,9,23,42"
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,"4,36,9,23,42"
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"1,2,4,42"
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"1,2,4,42"
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"1,2,4,10,13,42"
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3-pun Dai Shingeki,"4,9,23,42"
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"4,36,9,23,42"
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"4,36,9,23,42"
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"4,24,42"
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"2,4,24,42"
Biriken,"4,15"
Biriken Nandemo Shoukai,"4,15"
Sangokushi (1985),13
Sangokushi II: Amakakeru Otoko-tachi,"1,13"
Doraemon (2005),"4,24,51,15,27"
Oishinbo: Nichibei Kome Sensou,"4,47,36,42"
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","4,47,36,42"
Potecco Babies,4
Nanchatte!,"4,20"
Stitch!: Zutto Saikou no Tomodachi,"2,4,15"
Ninpen Manmaru,"4,51,21,27"
Atashinchi Movie,"4,31"
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,"4,31"
Shin-Men,"1,4,31,42"
Esper Mami: Hoshizora no Dancing Doll,"10,27"
Esper Mami Special: My Angel Mami-chan,"4,37,31"
Chinpui Specials,4
Chinpui: Eri-sama Katsudou Daishashin,4
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,"4,42"
Ultra B: Black Hole kara no Dokusaisha BB!!,"2,4"
Ultra B,"4,31"
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"2,4,10,18,15,27"
Seibu Tetsudou Ekiin Tako-chan,"4,36,39,20"
Aoi Hitomi no Onnanoko no Ohanashi,"8,13"
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"2,4,10,15,27"
Happyakuyachou Hyouri Kewaishi,"8,13"
Sougen no Ko Tenguri,"2,8,13,15"
Perman (1983),"4,23,31,15"
Area no Kishi,"4,30,23,77,27"
Game Center Arashi,"4,79,15"
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,"4,42"
Yoshimoto Muchikko Monogatari,4
Kuromajo-san ga Tooru!!,"4,36,23"
Shuukan Storyland,"4,8,36,42"
"Yakeato no, Okashi no Ki","8,15"
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"2,4,10,15,27"
Pro Golfer Saru (TV),"30,15"
Doraemon: Nobita to Mirai Note,"2,10,24,15,27"
Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"2,4,47,42"
Shin Pro Golfer Saru,"30,15"
Pro Golfer Saru: Super Golf World e no Chousen!!,"30,15"
Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,"30,15"
Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,4
Tonari no Seki-kun,"4,23,42"
Ninja Hattori-kun (2012),4
Fujiko Fujio A no Mumako,"14,37"
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"2,4,10,15"
Nihon Meisaku Douwa Series: Akai Tori no Kokoro,"2,10,15"
Obocchama-kun,"4,20"
Pa-Pa-Pa the ★ Movie: Perman,"2,4"
Boku no Boukuugou,"8,13,15"
Umigame to Shounen,"8,13"
Tako ni Natta Okaasan,"8,13"
Gatapishi,"4,36"
Parol no Miraijima,"1,2,10"
Tonari no Seki-kun OVA,"4,23,42"
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"46,4,24,42"
Stand By Me Doraemon,"4,24,15,27"
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"4,36,17"
Potecco Babies (2011),4
Kimezou no Kimarimonku Ja Kimaranee.,4
Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,4
Kaibutsu-kun: Demon no Ken,"4,14,15,27"
Kaibutsu-kun: Kaibutsu Land e no Shoutai,"4,14,15,27"
Obake no Q-Tarou: Susume! 1/100 Daisakusen,"4,36,37,23,15"
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,"4,36,23,15"
Otsuki-sama to Oujo,10
Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,"4,36,17,15"
Fuku-chan,"36,15"
Denki-gai no Honya-san,"4,69,48,42"
Tonari no Seki-kun Specials,"4,23,42"
Dororonpa!,"4,36,37"
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,"10,38,15"
Kaitou Joker,"2,4,7,15"
Doraemon Movie 35: Nobita no Space Heroes,"4,24,29,15,27"
Stitch to Suna no Wakusei,"2,4,24,15"
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"1,2,4,42"
Sasurai-kun,"4,36"
Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,"30,77"
Anime de Wakaru Shinryounaika,"4,56,67,42"
Oyo Neko Bunyan,"4,15"
Kaitou Joker 2nd Season,"2,4,7,15"
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"2,4,24,17,31"
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,"2,17,31"
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,"2,4,31,15"
Perman: Birdman ga Yatte Kita!!,"2,4,31,15"
Ninja Hattori-kun (2012) Special,"4,15"
Perman (1983) Specials,"4,15"
Stitch!: Zutto Saikou no Tomodachi Special,"2,4,15"
Shin Atashin'chi,"4,36"
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"2,4,10,78,15,27"
Stitch! Perfect Memory,"2,4,24,15"
Kaitou Joker 3rd Season,"2,4,7,15"
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"4,42"
Amaama to Inazuma,"47,36,53,63,42"
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori","8,7,24,39,40"
Kaitou Joker 4th Season,"2,4,7,15"
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"4,24,9,29,42"
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,"2,4,10,15,27"
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",7
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,"2,4,24,42"
Gou-chan.: Moko to Chinjuu no Mori no Nakama-tachi,"2,15"
Warau Salesman New,"4,8,50,42"
Warau Salesman Episode 0,"37,50,40,42"
Warau Salesman Dai SP-banashi,"4,8,37,50,40,42"
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,4
Warau Salesman Special Program,"37,41,50,40,42"
Youkai Apartment no Yuuga na Nichijou,"36,37,6,23"
Doraemon Movie 38: Nobita no Takarajima,"2,10,15"
40-shuunen da yo!! CoroCoro All-Star Shougakkou,"4,20,23"
Karakai Jouzu no Takagi-san,"4,74,23,27"
Pikachin-Kit,"4,24,15"
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,"4,42"
Doraemon Anniversary 25,"4,24,15,27"
Go-chan.: Moko to Koori no Ue no Yakusoku,"2,15"
Karakai Jouzu no Takagi-san: Water Slide,"4,74,27"
Doraemon Movie 39: Nobita no Getsumen Tansaki,"2,10,24,29,15"
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,"4,42"
"Hachi-nan tte, Sore wa Nai deshou!","1,10,62,72"
Karakai Jouzu no Takagi-san 2,"4,74,23,27"
Super Shiro,15
Doraemon Movie 40: Nobita no Shin Kyouryuu,"2,4,24,15,27"
Null Peta,"4,24"
Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,"4,42"
Stand By Me Doraemon 2,"4,24,78,15"
Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,"4,24"
Kageyama Tamio no Double Fantasy,"4,14"
Uchida Shungicu no Noroi no One-Piece,"14,22,25"
Crayon Shin-chan Specials,"4,9,23,42"
Subarashiki Kono Sekai The Animation,"1,2"
Anime Kapibara-san,"4,15"
Mashiro no Oto,"8,19,23,27"
Idolls!,"60,19"
Doraemon Movie 41: Nobita no Little Star Wars,"2,4,24,29,15,27"
Pui Pui Molcar,"4,51,15"
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,"4,42"
Iii Icecrin,15
Kakkou no Iinazuke,"4,22,35,27"
Tobidase! Narase! Pui Pui Molcar,"4,51,15"
Oishinbo Pilot,"36,42"
Chiyu Mahou no Machigatta Tsukaikata,"1,10,62"
Karakai Jouzu no Takagi-san 3,"4,74,23,27"
Karakai Jouzu no Takagi-san Movie,"74,23,27"
Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,"2,4,42"
Chimimo,"4,6"
Minna no Douyou: Shabondama - Oyako de Utau Uta,"19,15"
Minna no Douyou: Yuuyake Koyake - Utaitsugitai Uta,"19,15"
Minna no Douyou: Warera wa Umi no Ko - Minna de Utau Uta,"19,15"
Nakazaki Tatsuya Super Gag Theater I,"4,50,57"
Nakazaki Tatsuya Super Gag Theater II,"4,50,57"
Iii Icecrin Double,15
Doraemon Movie 42: Nobita to Sora no Utopia,"2,4,24"
Boku no Kokoro no Yabai Yatsu,"4,22,23,27"
Bakeneko Anzu-chan,"10,27"
Kyuujitsu no Warumono-san,"10,36,63"
Madogiwa no Totto-chan,"8,13,23"
Bikkurimen,"4,10"
Boku no Kokoro no Yabai Yatsu 2nd Season,"4,22,23,27"
Doraemon Movie 43: Nobita no Chikyuu Symphony,"2,4,24,19,15,27"
Boku no Kokoro no Yabai Yatsu: Twi-Yaba,"4,22,23,27"
Crayon Shin-chan Movie 32: Ora-tachi no Kyouyuu Nikki,"2,4,42"
Kudamonou,4
Okaimono Panda!,51
Muzik Tiger,"36,51"
Nyaaaanvy,4
Monster,"8,7,41,50,40,42"
Fushigi Yuugi,"1,2,10,22,13,62,17,73,25"
Ranma ½,"1,4,10,9,65,17,27"
InuYasha,"1,2,10,22,13,64,6,78,27"
Spriggan,"2,24,38,27"
InuYasha Movie 4: Guren no Houraijima,"1,2,10,22,13,6,78,27"
InuYasha Movie 2: Kagami no Naka no Mugenjou,"1,2,10,22,13,6,78,27"
InuYasha Movie 3: Tenka Hadou no Ken,"1,2,10,22,13,6,78,27"
InuYasha Movie 1: Toki wo Koeru Omoi,"1,2,10,22,13,6,78,27"
Macross Plus,"1,8,22,24,50,18,38,29"
Ueki no Housoku,"1,2,37,31,27"
Tottoko Hamtarou,"2,4,51,15"
Pokemon Movie 01: Mewtwo no Gyakushuu,"1,2,46,4,10,15"
Major S2,"30,77,27"
Takahashi Rumiko Gekijou Ningyo no Mori,"8,10,14,7,27"
Major S1,"30,77,27"
MÄR,"1,2,4,10,62,27"
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,"2,4,7,39,27"
Boku wa Imouto ni Koi wo Suru,"22,25"
Shin Angyo Onshi,"1,10"
Black Lagoon,"1,50,68,42"
Kaikan Phrase,"8,22,19,75,25"
Ningen Kousaten,"8,36,42"
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,"2,4,8,10,15"
Macross Plus Movie Edition,"1,2,22,24,18,38,29"
Macross Dynamite 7,"1,2,4,24,18,29"
Kirarin☆Revolution,"4,8,22,75,25"
Black Lagoon: The Second Barrage,"1,50,68,42"
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,"1,2,8,10,15"
Pokemon Advanced Generation,"1,2,4,10,15"
Pokemon Diamond & Pearl,"1,2,4,10,15"
Kaze to Ki no Uta Sanctus: Sei Naru Kana,"28,8,13,23,25"
Karakuri no Kimi,"1,4,10,14,13,17,21,27"
Rockman.EXE,"1,2,4,24,79"
Major S3,"30,77,27"
Master Keaton OVA,"2,8,7,50,13,42"
Arashi no Yoru ni,"2,4,8,10,51"
Hayate no Gotoku!,"1,4,22,35,20,27"
Marriage: Kekkon,"22,36"
Choujikuu Seiki Orguss 02,"1,2,22,24,18"
Rockman.EXE Axess,"1,2,4,24,11"
Rockman.EXE Beast,"1,2,24,18,11"
Rockman.EXE Movie: Hikari to Yami no Program,"1,2,11"
Honoo no Toukyuuji: Dodge Danpei,"4,30,23,77,15"
Kenyuu Densetsu Yaiba,"1,4,10,17,27"
Koroshiya 1 The Animation: Episode 0,"1,5,8,14,41,17,40,42"
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"2,4,15"
Grander Musashi RV,"2,30"
Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen,"2,4,7,39,27"
Tetsuko no Tabi,"4,36,42"
Doraemon Movie 23: Nobita to Robot Kingdom,"2,4,10,15,27"
Bakukyuu Renpatsu!! Super B-Daman,"2,11,15"
Chousoku Spinner,"30,27"
Bakusou Kyoudai Let's & Go,"2,3,15"
Mojakou,"4,10,24"
Vexille: 2077 Nihon Sakoku,"1,24,38"
Major S4,"30,77,27"
Duel Masters Movie 1: Yami no Shiro no Maryuuou,"2,10,11,15"
The Supergal,"4,24,31"
Zettai Karen Children,"1,4,37,27"
Hayate no Gotoku!!,"1,4,22,35,20,27"
Duel Masters Charge,"1,2,4,15"
Zero Duel Masters,"2,4,30,11,15"
Meitantei Conan Movie 12: Senritsu no Full Score,"2,4,7,39,27"
Black Lagoon: Roberta's Blood Trail,"1,50,68,42"
Major S5,"30,77,27"
Major Movie: Yuujou no Winning Shot,"30,77,27"
Croket!,"1,2,4,10,15"
Gakkyuu Ou Yamazaki,4
Meitantei Conan Movie 13: Shikkoku no Chaser,"1,7,39,27"
Cross Game,"8,22,30,23,77,27"
Hon Ran,"1,17"
Gokujou!! Mecha Mote Iinchou,"4,22,23,25"
Meitantei Conan Movie 14: Tenkuu no Lost Ship,"1,7,39,27"
Pokonyan!,"4,10,15"
Kyuukyoku Choujin R,"4,24"
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,"2,4,15"
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,"2,4,15"
Major S6,"30,77,27"
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,"1,4,37,27"
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"2,4,15"
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"2,4,15"
Hime Chen! Otogi Chikku Idol Lilpri,"10,66"
Mizuki Shigeru no Toono Monogatari,"2,10"
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,"4,7,39,27"
Black Lagoon Omake,4
Gokujou!! Mecha Mote Iinchou Second Collection,"4,22,23,25"
Sylvanian Families,"4,10,15"
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,15
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"2,4,15"
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"2,4,15"
Nezumi Monogatari: George to Gerald no Bouken,"2,51,15"
Bakusou Kyoudai Let's & Go Special,"2,3,27"
Hayate no Gotoku! Heaven Is a Place on Earth,"4,35,20,27"
Meitantei Conan Movie 15: Chinmoku no Quarter,"2,4,7,39,27"
Kamisama Dolls,"1,37,42"
Duel Masters Victory,"1,2,4,10,15"
Duel Masters Cross Shock,"1,2,4,10,11,15"
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"2,4,7,39,27"
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,"2,4,8,10,15"
Kami nomi zo Shiru Sekai: 4-nin to Idol,"4,37,19,27"
Chibi☆Devi!,"36,37,53,6,25"
Jormungand,"1,2,50,38,68,42"
Ijime: Ikenie no Kyoushitsu,"8,25"
Pokemon Movie 15: Kyurem vs. Seikenshi,"1,2,4,8,10,15"
Jormungand: Perfect Order,"1,2,50,38,68,42"
Meitantei Conan Bonus File: Fantasista no Hana,"4,7,30,39,77,27"
Magi: The Labyrinth of Magic,"1,2,10,27"
Hayate no Gotoku! Can't Take My Eyes Off You,"4,35,20,27"
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"1,37,31,27"
Line Offline: Salaryman,"4,48"
Magi: The Kingdom of Magic,"1,2,10,27"
Hotaru Kagayaku,"8,15"
Milk House Dreaming: Ai no Shiki,"19,25"
Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,"2,24,29,27"
Pa-Pa-Pa the ★ Movie: Perman,"2,4"
Duel Masters Victory V,"1,2,4,10,15"
Duel Masters Victory V3,"1,2,4,10,15"
Ane Log: Moyako Neesan no Tomaranai Monologue,"4,9,23,27"
Elite Jack!!,"23,25"
Kyoukai no Rinne,"4,37,6,23,27"
Duel Masters VSR,"1,2,4,10,15"
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"4,9,57,23"
Kyoukai no Rinne 2nd Season,"4,37,6,23,27"
Yowamushi Pedal: New Generation,"30,3,27"
Shounen Sunday CM: Major 2nd,"30,77,27"
Duel Masters VSRF,"1,2,4,10,15"
12-sai.: Chicchana Mune no Tokimeki,"22,23,25"
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"2,4,10,15"
Fukumenkei Noise,"8,22,64,19,23,25"
Saiki Kusuo no Ψ-nan,"4,37,57,23,31,27"
12-sai.: Chicchana Mune no Tokimeki 2nd Season,"22,23,25"
Kaitou Joker 4th Season,"2,4,7,15"
Pokemon Sun & Moon,"1,10,23,11,15"
100% Pascal-sensei (TV),"4,15"
Kyoukai no Rinne 3rd Season,"4,37,6,23,27"
Saiki Kusuo no Ψ-nan 2,"4,37,57,23,31,27"
Doraemon Movie 38: Nobita no Takarajima,"2,10,15"
Major 2nd,"30,77,27"
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,"1,2,4,10,15"
Mix: Meisei Story,"8,22,30,23,77,27"
Reizouko no Tsukenosuke!,"4,20,15"
Doraemon Movie 39: Nobita no Getsumen Tansaki,"2,10,24,29,15"
Dorohedoro,"1,4,10,14,58,42"
Meitantei Conan Movie 23: Konjou no Fist,"1,4,8,7,39,27"
Pokemon (2019),"1,2,4,10,15"
Major 2nd 2nd Season,"30,77,27"
Pokemon Movie 23: Koko,"1,2,4,10,11,15"
Tonikaku Kawaii,"4,22,27"
Zo Zo Zo Zombie-kun (TV),"4,15"
Deatte 5-byou de Battle,"37,41,59,11,31,76"
Tonikaku Kawaii: SNS,"4,22,27"
Tonikaku Kawaii: Kaisou,"4,22,27"
Shinkansen Henkei Robo Shinkalion Z the Animation,"1,24,18,15"
Duel Masters King!,"1,2,4,10,15"
Summertime Render,"7,37,41,78,27"
Shinigami Bocchan to Kuro Maid,"4,37,74"
"Komi-san wa, Comyushou desu.","4,74,23,27"
Ao Ashi,"30,77,42"
Karakai Jouzu no Takagi-san 3,"4,74,23,27"
Shinigami Bocchan to Kuro Maid 2nd Season,"4,37,74"
Meitantei Conan: Hannin no Hanzawa-san,"4,7,27"
Mob Psycho 100 III,"1,4,37,31"
Spy x Family,"1,46,4,53,27"
Tonikaku Kawaii 2nd Season,"4,22,27"
Yofukashi no Uta,"22,37,32,27"
Mononogatari,"1,10,50,6,42"
Spy x Family Part 2,"1,4,53,27"
"Komi-san wa, Comyushou desu. 2nd Season","4,74,23,27"
Urusei Yatsura (2022),"4,22,24,27"
Onipan!,"4,10,6"
Helck,"1,10"
Duel Masters King Max,"1,2,4,10,78,15"
Kizuna no Allele,"19,23"
Tonikaku Kawaii: Seifuku,"4,22,27"
"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e","8,22,30,23,77,27"
Nanashi Kaidan,14
Sousou no Frieren,"2,8,10,27"
Meitantei Conan Movie 26: Kurogane no Submarine,"1,7,39,27"
Spy x Family Season 2,"1,4,53,27"
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"1,4,14,37,41,50,76,42"
Urusei Yatsura (2022) 2nd Season,"4,22,24,27"
Mononogatari 2nd Season,"1,10,50,6,42"
Ooi! Tonbo,"8,30"
Tonikaku Kawaii: Joshikou-hen,"4,22,27"
"Himesama ""Goumon"" no Jikan desu","4,10,47,27"
Kizuna no Allele Season 2,"19,23"
Nanashi Kaidan (2023),14
Shinigami Bocchan to Kuro Maid 3rd Season,"4,37,74"
Meitantei Conan Movie 27: 100-man Dollar no Michishirube,"7,39,27"
